id_data;data;dia_semana;dia;mes;ano;trimeste
324;2013-11-20;4;20;11;2013;4
325;2013-11-21;5;21;11;2013;4
326;2013-11-22;6;22;11;2013;4
327;2013-11-23;7;23;11;2013;4
328;2013-11-24;1;24;11;2013;4
329;2013-11-25;2;25;11;2013;4
330;2013-11-26;3;26;11;2013;4
331;2013-11-27;4;27;11;2013;4
332;2013-11-28;5;28;11;2013;4
333;2013-11-29;6;29;11;2013;4
334;2013-11-30;7;30;11;2013;4
335;2013-12-01;1;1;12;2013;4
336;2013-12-02;2;2;12;2013;4
337;2013-12-03;3;3;12;2013;4
338;2013-12-04;4;4;12;2013;4
339;2013-12-05;5;5;12;2013;4
340;2013-12-06;6;6;12;2013;4
341;2013-12-07;7;7;12;2013;4
342;2013-12-08;1;8;12;2013;4
343;2013-12-09;2;9;12;2013;4
344;2013-12-10;3;10;12;2013;4
345;2013-12-11;4;11;12;2013;4
346;2013-12-12;5;12;12;2013;4
347;2013-12-13;6;13;12;2013;4
348;2013-12-14;7;14;12;2013;4
349;2013-12-15;1;15;12;2013;4
350;2013-12-16;2;16;12;2013;4
351;2013-12-17;3;17;12;2013;4
352;2013-12-18;4;18;12;2013;4
353;2013-12-19;5;19;12;2013;4
354;2013-12-20;6;20;12;2013;4
355;2013-12-21;7;21;12;2013;4
356;2013-12-22;1;22;12;2013;4
357;2013-12-23;2;23;12;2013;4
358;2013-12-24;3;24;12;2013;4
359;2013-12-25;4;25;12;2013;4
360;2013-12-26;5;26;12;2013;4
361;2013-12-27;6;27;12;2013;4
362;2013-12-28;7;28;12;2013;4
363;2013-12-29;1;29;12;2013;4
364;2013-12-30;2;30;12;2013;4
365;2013-12-31;3;31;12;2013;4
366;2014-01-01;4;1;1;2014;1
367;2014-01-02;5;2;1;2014;1
368;2014-01-03;6;3;1;2014;1
369;2014-01-04;7;4;1;2014;1
370;2014-01-05;1;5;1;2014;1
371;2014-01-06;2;6;1;2014;1
372;2014-01-07;3;7;1;2014;1
373;2014-01-08;4;8;1;2014;1
374;2014-01-09;5;9;1;2014;1
375;2014-01-10;6;10;1;2014;1
376;2014-01-11;7;11;1;2014;1
377;2014-01-12;1;12;1;2014;1
378;2014-01-13;2;13;1;2014;1
379;2014-01-14;3;14;1;2014;1
380;2014-01-15;4;15;1;2014;1
381;2014-01-16;5;16;1;2014;1
382;2014-01-17;6;17;1;2014;1
383;2014-01-18;7;18;1;2014;1
384;2014-01-19;1;19;1;2014;1
385;2014-01-20;2;20;1;2014;1
386;2014-01-21;3;21;1;2014;1
387;2014-01-22;4;22;1;2014;1
388;2014-01-23;5;23;1;2014;1
389;2014-01-24;6;24;1;2014;1
390;2014-01-25;7;25;1;2014;1
391;2014-01-26;1;26;1;2014;1
392;2014-01-27;2;27;1;2014;1
393;2014-01-28;3;28;1;2014;1
394;2014-01-29;4;29;1;2014;1
395;2014-01-30;5;30;1;2014;1
396;2014-01-31;6;31;1;2014;1
397;2014-02-01;7;1;2;2014;1
398;2014-02-02;1;2;2;2014;1
399;2014-02-03;2;3;2;2014;1
400;2014-02-04;3;4;2;2014;1
401;2014-02-05;4;5;2;2014;1
402;2014-02-06;5;6;2;2014;1
403;2014-02-07;6;7;2;2014;1
404;2014-02-08;7;8;2;2014;1
405;2014-02-09;1;9;2;2014;1
406;2014-02-10;2;10;2;2014;1
407;2014-02-11;3;11;2;2014;1
408;2014-02-12;4;12;2;2014;1
409;2014-02-13;5;13;2;2014;1
410;2014-02-14;6;14;2;2014;1
411;2014-02-15;7;15;2;2014;1
412;2014-02-16;1;16;2;2014;1
413;2014-02-17;2;17;2;2014;1
414;2014-02-18;3;18;2;2014;1
415;2014-02-19;4;19;2;2014;1
416;2014-02-20;5;20;2;2014;1
417;2014-02-21;6;21;2;2014;1
418;2014-02-22;7;22;2;2014;1
419;2014-02-23;1;23;2;2014;1
420;2014-02-24;2;24;2;2014;1
421;2014-02-25;3;25;2;2014;1
422;2014-02-26;4;26;2;2014;1
423;2014-02-27;5;27;2;2014;1
424;2014-02-28;6;28;2;2014;1
425;2014-03-01;7;1;3;2014;1
426;2014-03-02;1;2;3;2014;1
427;2014-03-03;2;3;3;2014;1
428;2014-03-04;3;4;3;2014;1
429;2014-03-05;4;5;3;2014;1
430;2014-03-06;5;6;3;2014;1
431;2014-03-07;6;7;3;2014;1
432;2014-03-08;7;8;3;2014;1
433;2014-03-09;1;9;3;2014;1
434;2014-03-10;2;10;3;2014;1
435;2014-03-11;3;11;3;2014;1
436;2014-03-12;4;12;3;2014;1
437;2014-03-13;5;13;3;2014;1
438;2014-03-14;6;14;3;2014;1
439;2014-03-15;7;15;3;2014;1
440;2014-03-16;1;16;3;2014;1
441;2014-03-17;2;17;3;2014;1
442;2014-03-18;3;18;3;2014;1
443;2014-03-19;4;19;3;2014;1
444;2014-03-20;5;20;3;2014;1
445;2014-03-21;6;21;3;2014;1
446;2014-03-22;7;22;3;2014;1
447;2014-03-23;1;23;3;2014;1
448;2014-03-24;2;24;3;2014;1
449;2014-03-25;3;25;3;2014;1
450;2014-03-26;4;26;3;2014;1
451;2014-03-27;5;27;3;2014;1
452;2014-03-28;6;28;3;2014;1
453;2014-03-29;7;29;3;2014;1
454;2014-03-30;1;30;3;2014;1
455;2014-03-31;2;31;3;2014;1
456;2014-04-01;3;1;4;2014;2
457;2014-04-02;4;2;4;2014;2
458;2014-04-03;5;3;4;2014;2
459;2014-04-04;6;4;4;2014;2
460;2014-04-05;7;5;4;2014;2
461;2014-04-06;1;6;4;2014;2
462;2014-04-07;2;7;4;2014;2
463;2014-04-08;3;8;4;2014;2
464;2014-04-09;4;9;4;2014;2
465;2014-04-10;5;10;4;2014;2
466;2014-04-11;6;11;4;2014;2
467;2014-04-12;7;12;4;2014;2
468;2014-04-13;1;13;4;2014;2
469;2014-04-14;2;14;4;2014;2
470;2014-04-15;3;15;4;2014;2
471;2014-04-16;4;16;4;2014;2
472;2014-04-17;5;17;4;2014;2
473;2014-04-18;6;18;4;2014;2
474;2014-04-19;7;19;4;2014;2
475;2014-04-20;1;20;4;2014;2
476;2014-04-21;2;21;4;2014;2
477;2014-04-22;3;22;4;2014;2
478;2014-04-23;4;23;4;2014;2
479;2014-04-24;5;24;4;2014;2
480;2014-04-25;6;25;4;2014;2
481;2014-04-26;7;26;4;2014;2
482;2014-04-27;1;27;4;2014;2
483;2014-04-28;2;28;4;2014;2
484;2014-04-29;3;29;4;2014;2
485;2014-04-30;4;30;4;2014;2
486;2014-05-01;5;1;5;2014;2
487;2014-05-02;6;2;5;2014;2
488;2014-05-03;7;3;5;2014;2
489;2014-05-04;1;4;5;2014;2
490;2014-05-05;2;5;5;2014;2
491;2014-05-06;3;6;5;2014;2
492;2014-05-07;4;7;5;2014;2
493;2014-05-08;5;8;5;2014;2
494;2014-05-09;6;9;5;2014;2
495;2014-05-10;7;10;5;2014;2
496;2014-05-11;1;11;5;2014;2
497;2014-05-12;2;12;5;2014;2
498;2014-05-13;3;13;5;2014;2
499;2014-05-14;4;14;5;2014;2
500;2014-05-15;5;15;5;2014;2
501;2014-05-16;6;16;5;2014;2
502;2014-05-17;7;17;5;2014;2
503;2014-05-18;1;18;5;2014;2
504;2014-05-19;2;19;5;2014;2
505;2014-05-20;3;20;5;2014;2
506;2014-05-21;4;21;5;2014;2
507;2014-05-22;5;22;5;2014;2
508;2014-05-23;6;23;5;2014;2
509;2014-05-24;7;24;5;2014;2
510;2014-05-25;1;25;5;2014;2
511;2014-05-26;2;26;5;2014;2
512;2014-05-27;3;27;5;2014;2
513;2014-05-28;4;28;5;2014;2
514;2014-05-29;5;29;5;2014;2
515;2014-05-30;6;30;5;2014;2
516;2014-05-31;7;31;5;2014;2
517;2014-06-01;1;1;6;2014;2
518;2014-06-02;2;2;6;2014;2
519;2014-06-03;3;3;6;2014;2
520;2014-06-04;4;4;6;2014;2
521;2014-06-05;5;5;6;2014;2
522;2014-06-06;6;6;6;2014;2
523;2014-06-07;7;7;6;2014;2
524;2014-06-08;1;8;6;2014;2
525;2014-06-09;2;9;6;2014;2
526;2014-06-10;3;10;6;2014;2
527;2014-06-11;4;11;6;2014;2
528;2014-06-12;5;12;6;2014;2
529;2014-06-13;6;13;6;2014;2
530;2014-06-14;7;14;6;2014;2
531;2014-06-15;1;15;6;2014;2
532;2014-06-16;2;16;6;2014;2
533;2014-06-17;3;17;6;2014;2
534;2014-06-18;4;18;6;2014;2
535;2014-06-19;5;19;6;2014;2
536;2014-06-20;6;20;6;2014;2
537;2014-06-21;7;21;6;2014;2
538;2014-06-22;1;22;6;2014;2
539;2014-06-23;2;23;6;2014;2
540;2014-06-24;3;24;6;2014;2
541;2014-06-25;4;25;6;2014;2
542;2014-06-26;5;26;6;2014;2
543;2014-06-27;6;27;6;2014;2
544;2014-06-28;7;28;6;2014;2
545;2014-06-29;1;29;6;2014;2
546;2014-06-30;2;30;6;2014;2
547;2014-07-01;3;1;7;2014;3
548;2014-07-02;4;2;7;2014;3
549;2014-07-03;5;3;7;2014;3
550;2014-07-04;6;4;7;2014;3
551;2014-07-05;7;5;7;2014;3
552;2014-07-06;1;6;7;2014;3
553;2014-07-07;2;7;7;2014;3
554;2014-07-08;3;8;7;2014;3
555;2014-07-09;4;9;7;2014;3
556;2014-07-10;5;10;7;2014;3
557;2014-07-11;6;11;7;2014;3
558;2014-07-12;7;12;7;2014;3
559;2014-07-13;1;13;7;2014;3
560;2014-07-14;2;14;7;2014;3
561;2014-07-15;3;15;7;2014;3
562;2014-07-16;4;16;7;2014;3
563;2014-07-17;5;17;7;2014;3
564;2014-07-18;6;18;7;2014;3
565;2014-07-19;7;19;7;2014;3
566;2014-07-20;1;20;7;2014;3
567;2014-07-21;2;21;7;2014;3
568;2014-07-22;3;22;7;2014;3
569;2014-07-23;4;23;7;2014;3
570;2014-07-24;5;24;7;2014;3
571;2014-07-25;6;25;7;2014;3
572;2014-07-26;7;26;7;2014;3
573;2014-07-27;1;27;7;2014;3
574;2014-07-28;2;28;7;2014;3
575;2014-07-29;3;29;7;2014;3
576;2014-07-30;4;30;7;2014;3
577;2014-07-31;5;31;7;2014;3
578;2014-08-01;6;1;8;2014;3
579;2014-08-02;7;2;8;2014;3
580;2014-08-03;1;3;8;2014;3
581;2014-08-04;2;4;8;2014;3
582;2014-08-05;3;5;8;2014;3
583;2014-08-06;4;6;8;2014;3
584;2014-08-07;5;7;8;2014;3
585;2014-08-08;6;8;8;2014;3
586;2014-08-09;7;9;8;2014;3
587;2014-08-10;1;10;8;2014;3
588;2014-08-11;2;11;8;2014;3
589;2014-08-12;3;12;8;2014;3
590;2014-08-13;4;13;8;2014;3
591;2014-08-14;5;14;8;2014;3
592;2014-08-15;6;15;8;2014;3
593;2014-08-16;7;16;8;2014;3
594;2014-08-17;1;17;8;2014;3
595;2014-08-18;2;18;8;2014;3
596;2014-08-19;3;19;8;2014;3
597;2014-08-20;4;20;8;2014;3
598;2014-08-21;5;21;8;2014;3
599;2014-08-22;6;22;8;2014;3
600;2014-08-23;7;23;8;2014;3
601;2014-08-24;1;24;8;2014;3
602;2014-08-25;2;25;8;2014;3
603;2014-08-26;3;26;8;2014;3
604;2014-08-27;4;27;8;2014;3
605;2014-08-28;5;28;8;2014;3
606;2014-08-29;6;29;8;2014;3
607;2014-08-30;7;30;8;2014;3
608;2014-08-31;1;31;8;2014;3
609;2014-09-01;2;1;9;2014;3
610;2014-09-02;3;2;9;2014;3
611;2014-09-03;4;3;9;2014;3
612;2014-09-04;5;4;9;2014;3
613;2014-09-05;6;5;9;2014;3
614;2014-09-06;7;6;9;2014;3
615;2014-09-07;1;7;9;2014;3
616;2014-09-08;2;8;9;2014;3
617;2014-09-09;3;9;9;2014;3
618;2014-09-10;4;10;9;2014;3
619;2014-09-11;5;11;9;2014;3
620;2014-09-12;6;12;9;2014;3
621;2014-09-13;7;13;9;2014;3
622;2014-09-14;1;14;9;2014;3
623;2014-09-15;2;15;9;2014;3
624;2014-09-16;3;16;9;2014;3
625;2014-09-17;4;17;9;2014;3
626;2014-09-18;5;18;9;2014;3
627;2014-09-19;6;19;9;2014;3
628;2014-09-20;7;20;9;2014;3
629;2014-09-21;1;21;9;2014;3
630;2014-09-22;2;22;9;2014;3
631;2014-09-23;3;23;9;2014;3
632;2014-09-24;4;24;9;2014;3
633;2014-09-25;5;25;9;2014;3
634;2014-09-26;6;26;9;2014;3
635;2014-09-27;7;27;9;2014;3
636;2014-09-28;1;28;9;2014;3
637;2014-09-29;2;29;9;2014;3
638;2014-09-30;3;30;9;2014;3
639;2014-10-01;4;1;10;2014;4
640;2014-10-02;5;2;10;2014;4
641;2014-10-03;6;3;10;2014;4
642;2014-10-04;7;4;10;2014;4
643;2014-10-05;1;5;10;2014;4
644;2014-10-06;2;6;10;2014;4
645;2014-10-07;3;7;10;2014;4
646;2014-10-08;4;8;10;2014;4
647;2014-10-09;5;9;10;2014;4
648;2014-10-10;6;10;10;2014;4
649;2014-10-11;7;11;10;2014;4
650;2014-10-12;1;12;10;2014;4
651;2014-10-13;2;13;10;2014;4
652;2014-10-14;3;14;10;2014;4
653;2014-10-15;4;15;10;2014;4
654;2014-10-16;5;16;10;2014;4
655;2014-10-17;6;17;10;2014;4
656;2014-10-18;7;18;10;2014;4
657;2014-10-19;1;19;10;2014;4
658;2014-10-20;2;20;10;2014;4
659;2014-10-21;3;21;10;2014;4
660;2014-10-22;4;22;10;2014;4
661;2014-10-23;5;23;10;2014;4
662;2014-10-24;6;24;10;2014;4
663;2014-10-25;7;25;10;2014;4
664;2014-10-26;1;26;10;2014;4
665;2014-10-27;2;27;10;2014;4
666;2014-10-28;3;28;10;2014;4
667;2014-10-29;4;29;10;2014;4
668;2014-10-30;5;30;10;2014;4
669;2014-10-31;6;31;10;2014;4
670;2014-11-01;7;1;11;2014;4
671;2014-11-02;1;2;11;2014;4
672;2014-11-03;2;3;11;2014;4
673;2014-11-04;3;4;11;2014;4
674;2014-11-05;4;5;11;2014;4
675;2014-11-06;5;6;11;2014;4
676;2014-11-07;6;7;11;2014;4
677;2014-11-08;7;8;11;2014;4
678;2014-11-09;1;9;11;2014;4
679;2014-11-10;2;10;11;2014;4
680;2014-11-11;3;11;11;2014;4
681;2014-11-12;4;12;11;2014;4
682;2014-11-13;5;13;11;2014;4
683;2014-11-14;6;14;11;2014;4
684;2014-11-15;7;15;11;2014;4
685;2014-11-16;1;16;11;2014;4
686;2014-11-17;2;17;11;2014;4
687;2014-11-18;3;18;11;2014;4
688;2014-11-19;4;19;11;2014;4
689;2014-11-20;5;20;11;2014;4
690;2014-11-21;6;21;11;2014;4
691;2014-11-22;7;22;11;2014;4
692;2014-11-23;1;23;11;2014;4
693;2014-11-24;2;24;11;2014;4
694;2014-11-25;3;25;11;2014;4
695;2014-11-26;4;26;11;2014;4
696;2014-11-27;5;27;11;2014;4
697;2014-11-28;6;28;11;2014;4
698;2014-11-29;7;29;11;2014;4
699;2014-11-30;1;30;11;2014;4
700;2014-12-01;2;1;12;2014;4
701;2014-12-02;3;2;12;2014;4
702;2014-12-03;4;3;12;2014;4
703;2014-12-04;5;4;12;2014;4
704;2014-12-05;6;5;12;2014;4
705;2014-12-06;7;6;12;2014;4
706;2014-12-07;1;7;12;2014;4
707;2014-12-08;2;8;12;2014;4
708;2014-12-09;3;9;12;2014;4
709;2014-12-10;4;10;12;2014;4
710;2014-12-11;5;11;12;2014;4
711;2014-12-12;6;12;12;2014;4
712;2014-12-13;7;13;12;2014;4
713;2014-12-14;1;14;12;2014;4
